tweet,cleaned_tweet,keywords
" https://tinyurl.com/yfobmap7 New NORML Report Highlights Concerns Regarding Sale of Unregulated Delta-8 THC, Similar Products",  new norml report highlights concerns regarding sale of unregulated delta thc similar products,"concerns, delta, highlights, new, norml, products, regarding, report, sale, similar, thc, unregulated"
Is Delta 8 safe? No. Probably not. Am I still gonna get high off it and listen to Les Rallizes Dénudés on weekends? Definitely yes a really big yes.,is delta  safe no probably not am i still gonna get high off it and listen to les rallizes dnuds on weekends definitely yes a really big yes,"big, definitely, delta, dnuds, gonna, high, les, listen, probably, rallizes, really, safe, weekends, yes"
" I have been using CBD Delta 8 with 40mg of THC in a gummy/sour worm. I take a fourth of a worm & sleep great. You really have to be careful with edibles. I had a bad experience with them, so very conservative with it now.", i have been using cbd delta  with mg of thc in a gummysour worm i take a fourth of a worm  sleep great you really have to be careful with edibles i had a bad experience with them so very conservative with it now,"bad, careful, cbd, conservative, delta, edibles, experience, fourth, great, gummysour, mg, really, sleep, thc, using, worm"
Delta 8 is just diet weed,delta  is just diet weed,"delta, diet, just, weed"
Idk about y’all but I wouldn’t smoke delta 8,idk about yall but i wouldnt smoke delta ,"delta, idk, smoke, wouldnt, yall"
What're Tommy's thoughts on vaping Delta 8 or Delta 10 products? I laughed at vaping until this worked for pain without getting high.,whatre tommys thoughts on vaping delta  or delta  products i laughed at vaping until this worked for pain without getting high,"delta, getting, high, laughed, pain, products, thoughts, tommys, vaping, whatre, worked"
i should not have trusted the gas station delta 8 gummies .,i should not have trusted the gas station delta  gummies ,"delta, gas, gummies, station, trusted"
delta 8 products helped a lot - doesnt have the psychoactive properties that cause anxiety/paranoia if u still wanna shmoke(:,delta  products helped a lot  doesnt have the psychoactive properties that cause anxietyparanoia if u still wanna shmoke,"anxietyparanoia, cause, delta, doesnt, helped, lot, products, properties, psychoactive, shmoke, wanna"
HOW HAS DELTA-8 FUCKED ME UP SO BAD,how has delta fucked me up so bad,"bad, delta, fucked"
Bruh these delta 8 edibles got my spine and brain tickling,bruh these delta  edibles got my spine and brain tickling,"brain, bruh, delta, edibles, got, spine, tickling"
everyone hold on bc i never believed the delta 8 hype and it’s lichrally weed,everyone hold on bc i never believed the delta  hype and its lichrally weed,"bc, believed, delta, hold, hype, lichrally, weed"
i love delta 8 so much y’all,i love delta  so much yall,"delta, love, yall"
Delta 8 edibles hit omg,delta  edibles hit omg,"delta, edibles, hit, omg"
" Delta 8 is making my current food hyperfixation even worse than it already was.
", delta  is making my current food hyperfixation even worse than it already was,"current, delta, food, hyperfixation, making, worse"
" Last Monday Michigan put all THC products under the MMFLA. So, no more selling Delta 8 at the corner drug store... Flushed face 

#MichiganCannabis
#marijuana", last monday michigan put all thc products under the mmfla so no more selling delta  at the corner drug store flushed face michigancannabismarijuana,"corner, delta, drug, face, flushed, michigan, michigancannabismarijuana, mmfla, monday, products, selling, store, thc"
Time to rot my brain with some delta 8,time to rot my brain with some delta ,"brain, delta, rot, time"
Try Delta 8:) google it if you don’t already know:),try delta  google it if you dont already know,"delta, dont, google, know, try"
" In Texas right now Delta 8 is legal, it fell through the legislative cracks & it’s awesome:))", in texas right now delta  is legal it fell through the legislative cracks  its awesome,"awesome, cracks, delta, fell, legal, legislative, right, texas"
SUM,sum,sum
