date,tweet,cleaned_tweet,keywords,polarity,subjectivity
Sep 4,"Delta 8 almost feels like the real stuff, but is kinda off imo",delta  almost feels like the real stuff but is kinda off imo,"delta, feels, imo, kinda, like, real, stuff",0.2,0.30000000000000004
Sep 4,Delta 8 just sugar free thc smh,delta  just sugar free thc smh,"delta, free, just, smh, sugar, thc",0.4,0.8
Sep 4,"Well, I slept really good last night. A great combo of CBD, Delta 8, massage therapy and amazing cheese fries from Chilie Verde that I never knew they had.",well i slept really good last night a great combo of cbd delta  massage therapy and amazing cheese fries from chilie verde that i never knew they had,"amazing, cbd, cheese, chilie, combo, delta, fries, good, great, knew, massage, night, really, slept, therapy, verde",0.525,0.5791666666666667
Sep 4,tried delta 8 for the first time last night and i almost didn’t make it to my bed it knocked me out so fast,tried delta  for the first time last night and i almost didnt make it to my bed it knocked me out so fast,"bed, delta, didnt, fast, knocked, make, night, time, tried",0.15,0.3333333333333333
Sep 5,I need these delta 8/ delta 10 products to stop making me have important realizations about my life etc. I'm not trying to grow as a person I just wanna Netflix and chill with myself,i need these delta  delta  products to stop making me have important realizations about my life etc im not trying to grow as a person i just wanna netflix and chill with myself,"chill, delta, grow, im, important, just, life, making, need, netflix, person, products, realizations, stop, trying, wanna",0.4,1.0
Sep 5,"I think it's hilarious that I took up vaping
also delta-8 is gr8, I've been calling it diet weed",i think its hilarious that i took up vapingalso delta is gr ive been calling it diet weed,"calling, delta, diet, gr, hilarious, ive, think, took, vapingalso, weed",0.5,1.0
Sep 5,delta 8 rlly don’t do shit for me,delta  rlly dont do shit for me,"delta, dont, rlly, shit",-0.2,0.8
Sep 5,Dis delta 8 grass really b hittin diff,dis delta  grass really b hittin diff,"delta, diff, dis, grass, hittin, really",0.2,0.2
Sep 6,"Understandable. Perhaps a poor dosage maybe? Though you know your body more than I do.
Overall there are the same side effects from both delta 8 & 9. Throwing up, cramps, headaches, vision alteration, ect. They happen in both. People take shrooms despite the risks, same concept.",understandable perhaps a poor dosage maybe though you know your body more than i dooverall there are the same side effects from both delta    throwing up cramps headaches vision alteration ect they happen in both people take shrooms despite the risks same concept,"alteration, body, concept, cramps, delta, despite, dooverall, dosage, ect, effects, happen, headaches, know, maybe, people, poor, risks, shrooms, throwing, understandable, vision",0.024999999999999994,0.3375
Sep 6,"Depends what you're looking for when it comes to THC. If you can't handle marijuana then Delta-8 may be a better product for you. I wouldn't dismiss Delta 8 because it's a ""trash weed"". Even though it technically is.",depends what youre looking for when it comes to thc if you cant handle marijuana then delta may be a better product for you i wouldnt dismiss delta  because its a trash weed even though it technically is,"better, comes, delta, depends, dismiss, handle, looking, marijuana, product, technically, thc, trash, weed, wouldnt, youre",0.25,0.3
Sep 6,delta 8 is kinda good damn,delta  is kinda good damn,"damn, delta, good, kinda",0.7,0.6000000000000001
Sep 6,I’m scared but curious about delta 8,im scared but curious about delta ,"curious, delta, im, scared",-0.1,1.0
Sep 7,Haven’t slept all night Bc of fucking delta 8 keeping me up…,havent slept all night bc of fucking delta  keeping me up,"bc, delta, fucking, havent, keeping, night, slept",-0.6,0.8
Sep 7,I’m tired of the delta 8 slander,im tired of the delta  slander,"delta, im, slander, tired",-0.4,0.7
Sep 7,"*Coworker talking about how her and another coworker text each other good morning* Graham do you do that with anyone
*looking up from sending “gm” to a chat with 53 other guys who all agree that if they smoke delta 8 again they will literally die* yeah I love my friends",coworker talking about how her and another coworker text each other good morning graham do you do that with anyonelooking up from sending gm to a chat with  other guys who all agree that if they smoke delta  again they will literally die yeah i love my friends,"agree, anyonelooking, chat, coworker, delta, die, friends, gm, good, graham, guys, literally, love, morning, sending, smoke, talking, text, yeah",0.2375,0.48750000000000004
Sep 7,Couldn’t sleep lastnight so I took a delta 8 gummy. I’m at work bugging lol,couldnt sleep lastnight so i took a delta  gummy im at work bugging lol,"bugging, delta, gummy, im, lastnight, lol, sleep, took, work",0.8,0.7
Sep 8,"Ngl, I think Delta 8 actually might have fixed my sleeping quality.
but it sacrificed the melatonin gummies. I literally can't take them anymore? I take them and it just feels completely unnatural vs my normal falling asleep.",ngl i think delta  actually might have fixed my sleeping qualitybut it sacrificed the melatonin gummies i literally cant take them anymore i take them and it just feels completely unnatural vs my normal falling asleep,"actually, anymore, asleep, completely, delta, falling, feels, fixed, gummies, just, literally, melatonin, ngl, normal, qualitybut, sacrificed, sleeping, think, unnatural, vs",0.0875,0.3375
Sep 7,wait i think i actually prefer delta 8 thc over regular thc,wait i think i actually prefer delta  thc over regular thc,"actually, delta, prefer, regular, thc, think, wait",0.0,0.08846153846153847
Sep 7,Delta 8 THC gummies have had me tf upside down for 3 hrs… lord let it end,delta  thc gummies have had me tf upside down for  hrs lord let it end,"delta, end, gummies, hrs, let, lord, tf, thc, upside",-0.15555555555555559,0.2888888888888889
Sep 7,so delta 8 ain't that bad.. like it's mild compared to what i'm used to buuut not bad.. solid 7/10,so delta  aint that bad like its mild compared to what im used to buuut not bad solid ,"aint, bad, buuut, compared, delta, im, like, mild, solid, used",-0.004166666666666652,0.4833333333333333
Sep 8,try delta 8. makes all my normal anxiety and paranoia go away no matter how high i get off it.,try delta  makes all my normal anxiety and paranoia go away no matter how high i get off it,"anxiety, away, delta, high, makes, matter, normal, paranoia, try",0.155,0.595
Sep 10,"for actual delta 9 THC, the super psychoactive one yeah you'll definitely need the card or doctor's okay to take it lol. Delta 8 is everything Entourage Effect without the effects of psychoactivity.",for actual delta  thc the super psychoactive one yeah youll definitely need the card or doctors okay to take it lol delta  is everything entourage effect without the effects of psychoactivity,"actual, card, definitely, delta, doctors, effect, effects, entourage, lol, need, okay, psychoactive, psychoactivity, super, thc, yeah, youll",0.32666666666666666,0.49333333333333335
Sep 10,I been like way into delta 8 gummies recently,i been like way into delta  gummies recently,"delta, gummies, like, recently, way",0.0,0.25
Sep 10,"This took me forever to write because I tried out some new Delta 8 THC gummies and they hit hard and fast as f*** boy. Here's a second piece of advice.
If you're going to break the law, try to break one law at a time, or as minimum laws at a time as possible.",this took me forever to write because i tried out some new delta  thc gummies and they hit hard and fast as f boy heres a second piece of adviceif youre going to break the law try to break one law at a time or as minimum laws at a time as possible,"adviceif, boy, break, delta, fast, forever, going, gummies, hard, heres, hit, law, laws, minimum, new, piece, possible, second, thc, time, took, tried, try, write, youre",0.008939393939393936,0.5192424242424243
Sep 10,This Delta 8 kinda hittin,this delta  kinda hittin,"delta, hittin, kinda",0.0,0.0
Sep 11,There's no lie! Delta 8 comes from Hemp. It's a loophole in the law. It's as real as any type of marijuana. It's actually more healthy than regular marijuana,theres no lie delta  comes from hemp its a loophole in the law its as real as any type of marijuana its actually more healthy than regular marijuana,"actually, comes, delta, healthy, hemp, law, lie, loophole, marijuana, real, regular, theres, type",0.3,0.34423076923076923
Sep 11,Delta 8 ain’t shit either,delta  aint shit either,"aint, delta, shit",-0.2,0.8
Sep 11,Delta 8 CBD is top tier,delta  cbd is top tier,"cbd, delta, tier",0.5,0.5
Sep 11,Lmfaoo y’all be sleeping on the delta 8 gummies,lmfaoo yall be sleeping on the delta  gummies,"delta, gummies, lmfaoo, sleeping, yall",0.0,0.0
Sep 12,"CBD is legal where I am, but it’s not available widely. I get mine at a smoke/vape shop, but things may be different in Joisey. I found the Delta-8 stuff to be more effective than generic CBD. The CBD options are a bit confusing, tbh. Maybe this will help:",cbd is legal where i am but its not available widely i get mine at a smokevape shop but things may be different in joisey i found the delta stuff to be more effective than generic cbd the cbd options are a bit confusing tbh maybe this will help,"available, bit, cbd, confusing, delta, different, effective, generic, help, joisey, legal, maybe, options, shop, smokevape, stuff, tbh, things, widely",0.0875,0.41250000000000003
Sep 11,honestly delta 8 is really nice,honestly delta  is really nice,"delta, honestly, nice, really",0.6,0.95
Sep 11,"I’ve got a hip that sometimes gives me trouble. 50mg of Delta-8 CBD (2 gummies) seems to help, lasts 2-3 hours(?). Takes the edge off, at least.",ive got a hip that sometimes gives me trouble mg of delta cbd  gummies seems to help lasts  hours takes the edge off at least,"cbd, delta, edge, gives, got, gummies, help, hip, hours, ive, lasts, mg, takes, trouble",-0.25,0.30000000000000004
Sep 11,Of fucking course it’s a Karen. Delta 8 isn’t bad tho.,of fucking course its a karen delta  isnt bad tho,"bad, course, delta, fucking, isnt, karen, tho",-0.6499999999999999,0.7333333333333334
Sep 13,we have the Delta 8 CBD here in North Carolina now. Loving it. i could get THC with a doctor's note but only on Cherokee land. Which would fine if Cherokee land was closer to me!,we have the delta  cbd here in north carolina now loving it i could get thc with a doctors note but only on cherokee land which would fine if cherokee land was closer to me,"carolina, cbd, cherokee, closer, delta, doctors, fine, land, loving, north, note, thc",0.33888888888888885,0.8166666666666668
Sep 13,Go to rev and buy a delta 8 pen it’s basically the same and legal hahaha,go to rev and buy a delta  pen its basically the same and legal hahaha,"basically, buy, delta, hahaha, legal, pen, rev",0.13333333333333333,0.2416666666666667
Sep 13,are u 21 + do u know anywhere they sell delta 8? it’s legal and should be in most smoke shops and it’s not like as good as regular but it gets the job done for sure,are u   do u know anywhere they sell delta  its legal and should be in most smoke shops and its not like as good as regular but it gets the job done for sure,"delta, gets, good, job, know, legal, like, regular, sell, shops, smoke, sure",0.38,0.45316239316239315
Sep 13,Delta 8. It works fo rme.,delta  it works fo rme,"delta, fo, rme, works",0.0,0.0
